original_id,new_name,words_used,status,txt_path,img_path
227217cb0413 B2 - 3_1153,low key worried abt credit,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/notes/1153_en_US_notes_people relationships___PART034_54.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/screenshots/1153 low key worried abt credit caard debt rn.jpg
227217cb0413 B2 - 3_1154,messaged tomas my pet siter to get mobil,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/notes/1154_en_US_notes_people relationships___PART034_55.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/screenshots/1154 told tomas my pet siter to get mobile gr.jpg
227217cb0413 B2 - 3_1155,told bro,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/notes/1155_en_US_notes_people relationships___PART034_56.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/screenshots/1155 told bro abt my flighht tmrw.jpg
227217cb0413 B2 - 3_1157,diret report,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/notes/1157_en_US_notes_people relationships___PART034_58.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/227217cb0413 B2 - 3/screenshots/1157 diret report aurora habing baby shower t.jpg
2e254cfed734_1100,fyi realized i still have jasons favprit,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1100_en_US_notes_people relationships___PART032_1.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1100 just realized i still have jasons favpri.jpg
2e254cfed734_1101,texted sooledad aka my grandma,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1101_en_US_notes_people relationships___PART032_2.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1101 told sooledad aka my grandma.jpg
2e254cfed734_1102,hoping to send spotify playlist link to,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1102_en_US_notes_people relationships___PART032_3.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1102 need to send spotify playlist link to ai.jpg
2e254cfed734_1103,thinking abt call,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1103_en_US_notes_people relationships___PART032_4.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1103 thinking abt call with my recruiter.jpg
2e254cfed734_1104,gotta call briar,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1104_en_US_notes_people relationships___PART032_5.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1104 gotta call briar asap.jpg
2e254cfed734_1105,actually talked to nasir our cleaner abo,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1105_en_US_notes_people relationships___PART032_6.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1105 finally talked to nasir our cleaner abou.jpg
2e254cfed734_1106,got my,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1106_en_US_notes_people relationships___PART032_7.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1106 got my flight boarding pass rn ask.jpg
2e254cfed734_1107,basically sister didnt forget zoey bday,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1107_en_US_notes_people relationships___PART032_8.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1107 so sister didnt forget zoey bday is tmrw.jpg
2e254cfed734_1108,asked my childhood friend tessa abt dmv,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1108_en_US_notes_people relationships___PART032_9.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1108 told my childhood friend tessa abt dmv a.jpg
2e254cfed734_1109,gonna bring up couples,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1109_en_US_notes_people relationships___PART032_10.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1109 gonna bring up couples activity plan wit.jpg
2e254cfed734_1110,ok so omari,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1110_en_US_notes_people relationships___PART032_11.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1110 ok so omari my.jpg
2e254cfed734_1111,gotta call colton,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1111_en_US_notes_people relationships___PART032_12.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1111 gotta call colton aka.jpg
2e254cfed734_1112,still putting off asing,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1112_en_US_notes_people relationships___PART032_13.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1112 been putting off asing.jpg
2e254cfed734_1113,also work friend cooper sent meeting not,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1113_en_US_notes_people relationships___PART032_14.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1113 so work friend cooper sent meeting notes.jpg
2e254cfed734_1114,tryna call zariah my petsitter,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1114_en_US_notes_people relationships___PART032_15.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1114 gotta call zariah my petsitter.jpg
2e254cfed734_1115,fixing to meet with my fiancée sadie tmr,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1115_en_US_notes_people relationships___PART032_16.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1115 need to meet with my fiancée sadie tmrw.jpg
2e254cfed734_1116,cant stop thinking abt carpool,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1116_en_US_notes_people relationships___PART032_17.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1116 cant stop thinking abt carpool.jpg
2e254cfed734_1117,remind me to get,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1117_en_US_notes_people relationships___PART032_18.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1117 remind me to get ariana.jpg
2e254cfed734_1118,hoping to pick up kids from soccer pract,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1118_en_US_notes_people relationships___PART032_19.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1118 gonna pick up kids from soccer practice .jpg
2e254cfed734_1119,low key worried abt introducing,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/notes/1119_en_US_notes_people relationships___PART032_20.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/2e254cfed734/screenshots/1119 low key worried abt introducing beau to .jpg
313fe7674b9e - b2 - 2_1100,meant to call eastton at 7408230198,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1100_en_US_notes_people relationships___PART032_1.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1100 gotta call eastton at 7408230198.jpg
313fe7674b9e - b2 - 2_1101,nearly got Booker on vitmins,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1101_en_US_notes_people relationships___PART032_2.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1101 need to get Booker on vitmins.jpg
313fe7674b9e - b2 - 2_1102,aiming to talk to,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1102_en_US_notes_people relationships___PART032_3.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1102 need to talk to.jpg
313fe7674b9e - b2 - 2_1103,planning to tell my friend isiah,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1103_en_US_notes_people relationships___PART032_4.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1103 need to tell my friend isiah.jpg
313fe7674b9e - b2 - 2_1104,love that my,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1104_en_US_notes_people relationships___PART032_5.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1104 love that my main man trevon helped.jpg
313fe7674b9e - b2 - 2_1105,supposed to drop dog off at 3 ask,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1105_en_US_notes_people relationships___PART032_6.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1105 gotta drop dog off at 3 ask.jpg
313fe7674b9e - b2 - 2_1106,tryna tell aurora about new forklift,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1106_en_US_notes_people relationships___PART032_7.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1106 gotta tell aurora about new forklift.jpg
313fe7674b9e - b2 - 2_1107,need to check in,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1107_en_US_notes_people relationships___PART032_8.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1107 need to check in with ezra.jpg
313fe7674b9e - b2 - 2_1108,so grateful,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1108_en_US_notes_people relationships___PART032_9.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1108 so grateful for my sudy partner brielle.jpg
313fe7674b9e - b2 - 2_1109,planning to review zoom call notes,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1109_en_US_notes_people relationships___PART032_10.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1109 gotta review zoom call notes.jpg
313fe7674b9e - b2 - 2_1110,supposed to call valentina,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1110_en_US_notes_people relationships___PART032_11.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1110 gotta call valentina.jpg
313fe7674b9e - b2 - 2_1111,need to book,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1111_en_US_notes_people relationships___PART032_12.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1111 need to book hotel in denver.jpg
313fe7674b9e - b2 - 2_1112,hoping to find food truck ner me bc,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1112_en_US_notes_people relationships___PART032_13.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1112 need to find food truck ner me bc.jpg
313fe7674b9e - b2 - 2_1113,worrying abbout,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1113_en_US_notes_people relationships___PART032_14.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1113 worrying abbout hoa meeting tonight.jpg
313fe7674b9e - b2 - 2_1114,gotta ask,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1114_en_US_notes_people relationships___PART032_15.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1114 gotta ask my housekeeper keon to print.jpg
313fe7674b9e - b2 - 2_1115,close to finalize diy project list,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1115_en_US_notes_people relationships___PART032_16.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1115 gotta finalize diy project list.jpg
313fe7674b9e - b2 - 2_1116,about to pay tuition rn,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1116_en_US_notes_people relationships___PART032_17.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1116 need to pay tuition rn.jpg
313fe7674b9e - b2 - 2_1117,supposed to meet Clara my buddy at,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1117_en_US_notes_people relationships___PART032_18.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1117 gotta meet Clara my buddy at.jpg
313fe7674b9e - b2 - 2_1118,sidebar talkked to marlowe my landscaper,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1118_en_US_notes_people relationships___PART032_19.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1118 just talkked to marlowe my landscaper.jpg
313fe7674b9e - b2 - 2_1119,need to check on,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1119_en_US_notes_people relationships___PART032_20.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1119 need to check on.jpg
313fe7674b9e - b2 - 2_1120,trying to cinfirm band practice 2nite tg,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1120_en_US_notes_people relationships___PART033_21.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1120 need to cinfirm band practice 2nite tgan.jpg
313fe7674b9e - b2 - 2_1121,apparently talked to vivian my auntie,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1121_en_US_notes_people relationships___PART033_22.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1121 just talked to vivian my auntie.jpg
313fe7674b9e - b2 - 2_1122,just booked,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1122_en_US_notes_people relationships___PART033_23.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1122 just booked disney cruise.jpg
313fe7674b9e - b2 - 2_1123,got jury,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1123_en_US_notes_people relationships___PART033_24.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1123 got jury duty tmrw.jpg
313fe7674b9e - b2 - 2_1124,tryna paxk snacks for roaad trip ask,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1124_en_US_notes_people relationships___PART033_25.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1124 gotta paxk snacks for roaad trip ask.jpg
313fe7674b9e - b2 - 2_1125,excited to,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1125_en_US_notes_people relationships___PART033_26.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1125 excited to get Amara a gift.jpg
313fe7674b9e - b2 - 2_1126,have to,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1126_en_US_notes_people relationships___PART033_27.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1126 have to talk to supervisor today dont wa.jpg
313fe7674b9e - b2 - 2_1127,bout to check wiyh my aunt skylar about,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1127_en_US_notes_people relationships___PART033_28.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1127 gotta check wiyh my aunt skylar about th.jpg
313fe7674b9e - b2 - 2_1128,gettin to help marrley with math homewor,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1128_en_US_notes_people relationships___PART033_29.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1128 need to help marrley with math homework .jpg
313fe7674b9e - b2 - 2_1129,trying to prep for convo with yesnia,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1129_en_US_notes_people relationships___PART033_30.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1129 need to prep for convo with yesnia.jpg
313fe7674b9e - b2 - 2_1130,fixing to revew est claims process with,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1130_en_US_notes_people relationships___PART033_31.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1130 need to revew est claims process with.jpg
313fe7674b9e - b2 - 2_1131,gotta call ana about,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/notes/1131_en_US_notes_people relationships___PART033_32.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/313fe7674b9e - b2 - 2/screenshots/1131 gotta call ana about splitting.jpg
5c4bdaf3ffb6_1100,just heard from makenzie,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1100_en_US_notes_people relationships___PART032_1.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1100 just heard from makenzie my coousin.jpg
5c4bdaf3ffb6_1101,bout to bring up walker for,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1101_en_US_notes_people relationships___PART032_2.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1101 gonna bring up walker for.jpg
5c4bdaf3ffb6_1102,gotta call adriana,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1102_en_US_notes_people relationships___PART032_3.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1102 gotta call adriana my baby.jpg
5c4bdaf3ffb6_1103,honestly heard from rosa,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1103_en_US_notes_people relationships___PART032_4.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1103 just heard from rosa.jpg
5c4bdaf3ffb6_1104,basically the lady next door juniper tol,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1104_en_US_notes_people relationships___PART032_5.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1104 so the lady next door juniper told me.jpg
5c4bdaf3ffb6_1105,thinking abt diego,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1105_en_US_notes_people relationships___PART032_6.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1105 thinking abt diego my brother sayinng.jpg
5c4bdaf3ffb6_1106,bout to call fernanda my work husband ab,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1106_en_US_notes_people relationships___PART032_7.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1106 gotta call fernanda my work husband abou.jpg
5c4bdaf3ffb6_1107,apparently heard from ximena we nwed new,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1107_en_US_notes_people relationships___PART032_8.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1107 just heard from ximena we nwed new air f.jpg
5c4bdaf3ffb6_1108,finally talked to forrest,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/notes/1108_en_US_notes_people relationships___PART032_9.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/5c4bdaf3ffb6/screenshots/1108 finally talked to forrest my dog walker .jpg
